행정구역(시군구)별,성별,연령별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
서울특별시,여자,46세,주민등록연앙인구[명],명,87519.5,88214.5,85971.5,82617,79350,73621,69142
서울특별시,여자,47세,주민등록연앙인구[명],명,86193,86362,87107.5,84977.5,81709,78277,72671.5
서울특별시,여자,48세,주민등록연앙인구[명],명,83514.5,85125.5,85277,85998.5,83992.5,80565.5,77236
서울특별시,여자,49세,주민등록연앙인구[명],명,76153.5,82434,83990,84202.5,84957.5,82768,79497
서울특별시,여자,50세,주민등록연앙인구[명],명,74902.5,75078.5,81349.5,82940.5,83149,83679.5,81641
서울특별시,여자,51세,주민등록연앙인구[명],명,78477,73805.5,74054.5,80287.5,81895.5,81911,82453.5
서울특별시,여자,52세,주민등록연앙인구[명],명,76138.5,77411,72806,73062,79207.5,80594,80704
서울특별시,여자,53세,주민등록연앙인구[명],명,77092.5,74972,76134,71658.5,72110,77961,79355.5
서울특별시,여자,54세,주민등록연앙인구[명],명,82393.5,75880.5,73752,75015,70748.5,71005,76828.5
서울특별시,여자,55세,주민등록연앙인구[명],명,86744,81036.5,74650.5,72660,74001.5,69591,69924
서울특별시,여자,56세,주민등록연앙인구[명],명,85535.5,85181.5,79678,73505,71652,72853.5,68522.5
서울특별시,여자,57세,주민등록연앙인구[명],명,79513.5,83984,83729,78409.5,72449.5,70504.5,71755
서울특별시,여자,58세,주민등록연앙인구[명],명,76677,77984,82500,82361,77273.5,71268.5,69332
서울특별시,여자,59세,주민등록연앙인구[명],명,73587.5,75162.5,76540.5,81042,81078.5,75972.5,70068
서울특별시,여자,60세,주민등록연앙인구[명],명,72874.5,72086,73740,75282.5,79828,79651,74723
서울특별시,여자,61세,주민등록연앙인구[명],명,68708,71404.5,70688,72534.5,74235.5,78453.5,78351
서울특별시,여자,62세,주민등록연앙인구[명],명,58838,67305,70029.5,69604.5,71571.5,73004,77193
서울특별시,여자,63세,주민등록연앙인구[명],명,57707.5,57668.5,66093.5,68930,68645.5,70451,71891.5
서울특별시,여자,64세,주민등록연앙인구[명],명,50969,56610.5,56642.5,65057.5,67973.5,67533.5,69357.5
서울특별시,여자,65세,주민등록연앙인구[명],명,44559.5,50114,55685,55846,64210,66883.5,66526
서울특별시,여자,66세,주민등록연앙인구[명],명,47388,43757,49251,54865,55097.5,63240.5,65968.5
서울특별시,여자,67세,주민등록연앙인구[명],명,47494,46510.5,42937.5,48475.5,54112,54295.5,62401.5
서울특별시,여자,68세,주민등록연앙인구[명],명,47902,46518,45638,42244.5,47766.5,53254.5,53505
서울특별시,여자,69세,주민등록연앙인구[명],명,44012.5,46990,45661.5,44926.5,41639,46993,52484.5
서울특별시,여자,70세,주민등록연앙인구[명],명,36951,43197,46116.5,44929.5,44276.5,40946.5,46287
서울특별시,여자,71세,주민등록연앙인구[명],명,34728.5,36180,42366.5,45300,44218,43566.5,40318.5
서울특별시,여자,72세,주민등록연앙인구[명],명,34792.5,33984.5,35458,41665,44614,43419,42784
서울특별시,여자,73세,주민등록연앙인구[명],명,37688.5,34069,33322,34810,40920.5,43825.5,42776
서울특별시,여자,74세,주민등록연앙인구[명],명,36800,36830,33364.5,32693,34188.5,40130.5,43034
서울특별시,여자,75세,주민등록연앙인구[명],명,30835.5,35888,35923.5,32677,32103,33489,39378
서울특별시,여자,76세,주민등록연앙인구[명],명,28625.5,30048,35014.5,35115.5,32004,31436,32837.5
서울특별시,여자,77세,주민등록연앙인구[명],명,26954.5,27823.5,29191,34111.5,34309,31228,30687
서울특별시,여자,78세,주민등록연앙인구[명],명,24308.5,26121,26997,28386.5,33259.5,33372.5,30370
서울특별시,여자,79세,주민등록연앙인구[명],명,22331,23518.5,25221,26103.5,27543.5,32257.5,32355.5
서울특별시,여자,80세 이상,주민등록연앙인구[명],명,147136.5,156165.5,165653.5,176640.5,188659,200762,215164.5
서울특별시,여자,80세,주민등록연앙인구[명],명,20885,21514.5,22700.5,24365,25270,26632,31138.5
서울특별시,여자,81세,주민등록연앙인구[명],명,18959.5,20002.5,20654.5,21845.5,23490.5,24330.5,25628
서울특별시,여자,82세,주민등록연앙인구[명],명,16215,18047,19058,19727,20903.5,22465.5,23303
서울특별시,여자,83세,주민등록연앙인구[명],명,14308,15323,17087,18145,18817.5,19884.5,21375
서울특별시,여자,84세,주민등록연앙인구[명],명,12543,13390,14355,16074.5,17166.5,17777.5,18733
서울특별시,여자,85세 이상,주민등록연앙인구[명],명,64226,67888.5,71798.5,76483.5,83011,89672,94987
서울특별시,여자,85세,주민등록연앙인구[명],명,11078,11699.5,12509,13434.5,15115.5,16115,16656
서울특별시,여자,86세,주민등록연앙인구[명],명,10084,10185,10760,11597,12556.5,14034.5,14893
서울특별시,여자,87세,주민등록연앙인구[명],명,8894.5,9129.5,9268,9872.5,10703.5,11580,12827
서울특별시,여자,88세,주민등록연앙인구[명],명,7654.5,8086.5,8221.5,8334,9010.5,9773,10486
서울특별시,여자,89세,주민등록연앙인구[명],명,6087,6829.5,7178.5,7327,7492.5,8088.5,8693.5
서울특별시,여자,90세,주민등록연앙인구[명],명,4729.5,5331.5,5979,6317,6537,6668.5,7079.5
서울특별시,여자,91세,주민등록연앙인구[명],명,3699,4038,4576.5,5183,5520,5741,5727
서울특별시,여자,92세,주민등록연앙인구[명],명,3116,3120,3414.5,3878,4467,4759.5,4844
서울특별시,여자,93세,주민등록연앙인구[명],명,2655.5,2563,2549.5,2832.5,3286,3759,3944.5
서울특별시,여자,94세,주민등록연앙인구[명],명,1938.5,2162,2103.5,2066.5,2321,2738.5,3051
서울특별시,여자,95세,주민등록연앙인구[명],명,1353,1535,1728,1681.5,1659,1860,2142
서울특별시,여자,96세,주민등록연앙인구[명],명,939.5,1054.5,1188,1360.5,1342,1297.5,1408
서울특별시,여자,97세,주민등록연앙인구[명],명,621.5,707,792.5,920,1069,1051.5,969.5
서울특별시,여자,98세,주민등록연앙인구[명],명,448.5,472.5,528,597.5,696,793,765
서울특별시,여자,99세,주민등록연앙인구[명],명,313.5,323,333.5,377,452.5,536,569
서울특별시,여자,100세 이상,주민등록연앙인구[명],명,613.5,652,668.5,705,783,876.5,932
