□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,
계약일자 : 20170101 ~ 20170131,,,,,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,,,,,
시도 : 서울특별시,,,,,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
서울특별시 강남구 개포동,141,141,0,개포주공1단지,41.98,201701,4,"97,500",4,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,41.98,201701,6,"97,000",4,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,56.57,201701,6,"123,000",3,1982,선릉로 7,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,50.64,201701,6,"115,000",2,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,42.55,201701,10,"98,000",3,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,41.98,201701,15,"96,000",5,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,50.38,201701,16,"115,000",3,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,42.55,201701,16,"100,000",4,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,42.55,201701,16,"99,200",3,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,58.08,201701,17,"130,000",3,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,49.56,201701,20,"123,000",4,1982,선릉로 7,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,56.57,201701,21,"135,000",1,1982,선릉로 7,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,42.55,201701,21,"99,800",1,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,61.57,201701,21,"155,000",1,1982,선릉로 7,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,42.55,201701,24,"100,000",3,1982,개포로 310,, ,-,-
서울특별시 강남구 개포동,141,141,0,개포주공1단지,61.57,201701,31,"151,000",3,1982,선릉로 7,, ,-,-
서울특별시 강남구 개포동,189,189,0,개포주공4단지,50.39,201701,10,"99,500",5,1982,삼성로 14,, ,-,-
서울특별시 강남구 개포동,189,189,0,개포주공4단지,41.99,201701,17,"87,000",1,1982,삼성로 14,, ,-,-
서울특별시 강남구 개포동,189,189,0,개포주공4단지,41.99,201701,20,"89,500",2,1982,삼성로 14,, ,-,-
서울특별시 강남구 개포동,189,189,0,개포주공4단지,35.87,201701,21,"81,000",1,1982,삼성로 14,, ,-,-
서울특별시 강남구 개포동,189,189,0,개포주공4단지,42.55,201701,23,"88,500",5,1982,삼성로 14,, ,-,-
서울특별시 강남구 개포동,189,189,0,개포주공4단지,41.99,201701,24,"88,000",4,1982,삼성로 14,, ,-,-
서울특별시 강남구 개포동,189,189,0,개포주공4단지,42.55,201701,25,"85,000",1,1982,삼성로 14,, ,-,-
서울특별시 강남구 개포동,187,187,0,개포주공5단지,74.25,201701,10,"106,800",13,1983,삼성로4길 17,, ,-,-
서울특별시 강남구 개포동,187,187,0,개포주공5단지,83.17,201701,14,"116,500",12,1983,삼성로4길 17,, ,-,-
서울특별시 강남구 개포동,185,185,0,개포주공6단지,60.13,201701,4,"89,500",5,1983,개포로 516,, ,-,-
서울특별시 강남구 개포동,185,185,0,개포주공6단지,83.21,201701,4,"124,000",6,1983,개포로 516,, ,-,-
서울특별시 강남구 개포동,185,185,0,개포주공6단지,83.21,201701,6,"117,000",3,1983,개포로 516,, ,-,-
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,201701,14,"62,000",10,1992,개포로109길 9,, ,-,-
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,201701,21,"59,200",4,1992,개포로109길 9,, ,-,-
서울특별시 강남구 개포동,656,656,0,시영,40.53,201701,2,"85,000",1,1984,언주로 21,, ,-,-
서울특별시 강남구 개포동,656,656,0,시영,40.53,201701,7,"81,000",1,1984,언주로 21,, ,-,-
서울특별시 강남구 개포동,656,656,0,시영,40.42,201701,17,"83,000",1,1984,언주로 21,, ,-,-
서울특별시 강남구 개포동,655-3,655,3,쌍용,166.54,201701,26,"97,000",3,1995,언주로 101,, ,-,-
서울특별시 강남구 개포동,1164-7,1164,7,아람손프라자/비바빌,59.96,201701,9,"34,000",5,2001,논현로2길 22,, ,-,-
서울특별시 강남구 개포동,651-1,651,1,"우성9차아파트901동,902동",84.9,201701,11,"90,000",9,1991,개포로 311,, ,-,-
서울특별시 강남구 개포동,1260-11,1260,11,우찬현대(1260-11),138.45,201701,9,"75,000",3,2006,개포로31길 3-12,, ,-,-
서울특별시 강남구 개포동,1164-28,1164,28,포이벨리,84.69,201701,11,"45,000",2,2001,양재대로 379,, ,-,-
