서울특별시 강북구 번동,138,138,0,한솔솔파크,84.88,202001,17,"44,200",1,2005,오현로 180,, ,-,-
서울특별시 강북구 번동,138,138,0,한솔솔파크,84.88,202001,23,"49,500",11,2005,오현로 180,, ,-,-
서울특별시 강북구 번동,139,139,0,해모로아파트,84.93,202001,8,"48,000",19,2003,오현로 156,, ,-,-
서울특별시 강북구 번동,139,139,0,해모로아파트,59.94,202001,18,"36,500",13,2003,오현로 156,, ,-,-
서울특별시 강북구 번동,139,139,0,해모로아파트,59.98,202001,20,"37,500",8,2003,오현로 156,, ,-,-
서울특별시 강북구 번동,139,139,0,해모로아파트,84.93,202001,22,"48,300",15,2003,오현로 156,, ,-,-
서울특별시 강북구 수유동,274-3,274,3,FIRSTVIEW,59.16,202001,16,"23,500",2,2010,삼양로130길 9-21,, ,-,-
서울특별시 강북구 수유동,553-61,553,61,극동,84.99,202001,10,"39,500",11,1992,인수봉로72길 4,, ,-,-
서울특별시 강북구 수유동,553-61,553,61,극동,84.99,202001,13,"37,500",4,1992,인수봉로72길 4,, ,-,-
서울특별시 강북구 수유동,553-61,553,61,극동,84.99,202001,15,"38,200",6,1992,인수봉로72길 4,, ,-,-
서울특별시 강북구 수유동,553-61,553,61,극동,84.99,202001,30,"38,600",4,1992,인수봉로72길 4,, ,-,-
서울특별시 강북구 수유동,730,730,0,래미안수유,84.993,202001,13,"56,500",3,2001,한천로159길 8,, ,-,-
서울특별시 강북구 수유동,730,730,0,래미안수유,84.993,202001,17,"58,000",11,2001,한천로159길 8,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,500",7,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,000",7,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,750",11,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,650",11,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,300",4,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"35,700",4,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,400",5,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,400",5,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"35,850",5,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,600",6,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,500",6,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,150",2,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"35,500",2,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,200",3,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,300",3,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,200",11,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,750",12,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,650",12,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,200",12,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,350",4,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,150",3,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,750",3,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,750",3,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,350",4,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,150",4,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,250",5,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,450",5,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,450",5,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,250",5,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,350",6,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,550",6,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,550",6,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,350",6,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,350",7,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,550",7,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,550",7,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,350",7,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,350",8,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,550",8,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.11,202001,16,"23,550",8,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,350",8,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,150",3,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),29.07,202001,16,"23,150",4,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,000",8,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,750",9,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,650",9,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,200",9,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,750",10,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,650",10,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,200",10,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,600",8,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,500",8,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"35,700",3,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,200",4,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,750",13,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),36.02,202001,16,"25,650",13,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,200",13,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,000",2,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),53.42,202001,16,"36,000",6,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,50-31,50,31,삼성쉐르빌(50-31),54.23,202001,16,"36,600",7,2019,수유로12길 63,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.92,202001,1,"47,500",6,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,122.58,202001,3,"52,300",11,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,122.58,202001,4,"55,500",10,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.92,202001,7,"48,800",10,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.92,202001,10,"51,500",4,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.95,202001,11,"43,000",1,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,122.58,202001,14,"49,000",1,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,63.78,202001,15,"39,300",11,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,63.78,202001,18,"38,000",10,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.92,202001,22,"51,500",5,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.92,202001,22,"49,250",3,1993,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,648,648,0,수유벽산2차,84.22,202001,31,"46,000",6,1994,삼각산로 143-1,, ,-,-
서울특별시 강북구 수유동,Aug-48,48,8,수유프리미어엠,15.13,202001,4,"11,300",11,2016,덕릉로 76,, ,-,-
서울특별시 강북구 수유동,729,729,0,수유현대,59.79,202001,11,"36,000",6,2000,한천로 1131,, ,-,-
서울특별시 강북구 수유동,560-24,560,24,오페라하우스,149.18,202001,11,"43,800",1,1998,인수봉로77길 28,, ,-,-
서울특별시 강북구 수유동,50-20,50,20,태솔캡슬,45.74,202001,8,"23,500",8,2012,도봉로71가길 35,, ,-,-
서울특별시 강북구 수유동,190-18,190,18,포엠빌,73.615,202001,11,"39,900",10,2008,한천로139가길 26,, ,-,-
서울특별시 강북구 우이동,342,342,0,대우,84.93,202001,10,"46,000",1,2000,삼양로149길 45,, ,-,-
서울특별시 강북구 우이동,1,1,0,성원상떼빌,71.78,202001,14,"34,000",4,1990,삼양로 658,, ,-,-
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,202001,9,"40,000",1,1992,허준로 47,, ,-,-
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),34.44,202001,10,"40,000",4,1992,허준로 47,, ,-,-
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,202001,12,"49,500",8,1992,허준로 47,, ,-,-
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),49.56,202001,13,"59,900",6,1992,허준로 47,, ,-,-
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,202001,23,"46,500",12,1992,허준로 47,, ,-,-
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,202001,31,"47,500",12,1992,허준로 47,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,58.65,202001,7,"60,000",8,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,39.6,202001,9,"46,900",11,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,202001,10,"61,000",9,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,202001,10,"61,500",11,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,39.6,202001,15,"48,000",9,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,202001,16,"59,900",5,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,202001,2,"65,500",6,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,84.98,202001,3,"66,000",1,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,202001,6,"59,700",2,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,84.98,202001,16,"80,000",11,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,84.98,202001,16,"68,800",1,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,202001,17,"67,000",17,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,202001,18,"67,500",17,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,202001,18,"62,000",2,1999,양천로 507,, ,-,-
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,202001,3,"38,000",3,1993,허준로 234,, ,-,-
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,49.5,202001,13,"58,000",7,1993,허준로 234,, ,-,-
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,202001,18,"41,500",12,1993,허준로 234,, ,-,-
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,202001,29,"48,000",12,1993,허준로 234,, ,-,-
서울특별시 강서구 가양동,14-3,14,3,가양우성,84.85,202001,7,"75,000",11,1990,양천로 489,, ,-,-
서울특별시 강서구 가양동,14-3,14,3,가양우성,84.87,202001,10,"74,000",3,1990,양천로 489,, ,-,-
서울특별시 강서구 가양동,14-3,14,3,가양우성,84.85,202001,13,"66,200",1,1990,양천로 489,, ,-,-
서울특별시 강서구 가양동,14-3,14,3,가양우성,84.87,202001,18,"78,000",4,1990,양천로 489,, ,-,-
서울특별시 강서구 가양동,14-3,14,3,가양우성,75.48,202001,19,"70,000",6,1990,양천로 489,, ,-,-
서울특별시 강서구 가양동,448,448,0,강나루2현대,84.99,202001,8,"72,500",12,2001,양천로 497,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202001,2,"43,700",15,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,34.44,202001,3,"34,500",1,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202001,8,"45,500",7,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202001,10,"48,000",9,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202001,10,"44,800",7,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202001,11,"49,000",15,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,49.5,202001,16,"59,800",14,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,34.44,202001,17,"40,000",10,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202001,18,"52,000",11,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1500,1500,0,강서한강자이,127.1094,202001,22,"121,000",3,2013,양천로55길 55,, ,-,-
서울특별시 강서구 가양동,1474,1474,0,대림경동아파트,131.4,202001,18,"86,500",1,1993,허준로 121,, ,-,-
서울특별시 강서구 가양동,1474,1474,0,대림경동아파트,131.4,202001,20,"100,000",11,1993,허준로 121,, ,-,-
서울특별시 강서구 가양동,1474,1474,0,대림경동아파트,131.4,202001,23,"100,000",3,1993,허준로 121,, ,-,-
서울특별시 강서구 가양동,1459,1459,0,동신대아,101.97,202001,6,"78,900",9,1993,강서로 532,, ,-,-
서울특별시 강서구 가양동,1459,1459,0,동신대아,101.97,202001,20,"80,000",7,1993,강서로 532,, ,-,-
서울특별시 강서구 가양동,1459,1459,0,동신대아,134.88,202001,30,"92,000",15,1993,강서로 532,, ,-,-
서울특별시 강서구 가양동,448-9,448,9,빛고을우방,59.97,202001,7,"58,000",11,1999,양천로 521,, ,-,-
서울특별시 강서구 가양동,448-9,448,9,빛고을우방,84.9,202001,10,"68,250",18,1999,양천로 521,, ,-,-
서울특별시 강서구 가양동,448-9,448,9,빛고을우방,59.97,202001,11,"56,000",10,1999,양천로 521,, ,-,-
서울특별시 강서구 가양동,448-9,448,9,빛고을우방,84.87,202001,20,"66,000",18,1999,양천로 521,, ,-,-
서울특별시 강서구 가양동,448-9,448,9,빛고을우방,59.97,202001,21,"55,000",7,1999,양천로 521,, ,-,-
