서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,84.962,201912,13,"51,500",15,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,74.229,201912,14,"46,000",19,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,84.962,201912,16,"48,000",2,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,74.229,201912,17,"47,000",6,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,84.962,201912,18,"50,500",2,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,84.962,201912,20,"50,000",8,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,84.962,201912,25,"51,000",18,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,1281,1281,0,한일유앤아이,84.962,201912,31,"50,000",9,2006,가마산로 87,, ,-,-
서울특별시 구로구 구로동,74-30,74,30,현대,56.49,201912,6,"41,500",10,1988,구로중앙로18길 68,, ,-,-
서울특별시 구로구 구로동,74-30,74,30,현대,84.57,201912,7,"49,800",15,1988,구로중앙로18길 68,, ,-,-
서울특별시 구로구 구로동,74-30,74,30,현대,84.57,201912,9,"52,000",2,1988,구로중앙로18길 68,, ,-,-
서울특별시 구로구 구로동,74-30,74,30,현대,84.57,201912,15,"52,800",1,1988,구로중앙로18길 68,, ,-,-
서울특별시 구로구 구로동,74-30,74,30,현대,72.33,201912,16,"49,800",2,1988,구로중앙로18길 68,, ,-,-
서울특별시 구로구 구로동,74-30,74,30,현대,61.77,201912,19,"39,000",3,1988,구로중앙로18길 68,, ,-,-
서울특별시 구로구 구로동,701-76,701,76,현대로얄,68.63,201912,14,"29,000",9,1987,가마산로 97,, ,-,-
서울특별시 구로구 구로동,701-76,701,76,현대로얄,79.79,201912,17,"33,700",4,1987,가마산로 97,, ,-,-
서울특별시 구로구 구로동,701-76,701,76,현대로얄,79.79,201912,23,"34,500",3,1987,가마산로 97,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,64.53,201912,11,"43,950",13,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,64.55,201912,17,"44,000",12,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,64.55,201912,17,"45,500",3,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,64.55,201912,18,"44,500",10,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,79.98,201912,18,"55,000",11,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,79.98,201912,18,"52,500",12,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,64.55,201912,18,"44,000",9,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,79.98,201912,28,"53,000",14,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-147,685,147,현대상선,64.53,201912,31,"45,000",9,1987,구일로10길 53,, ,-,-
서울특별시 구로구 구로동,685-70,685,70,현대연예인,74.66,201912,9,"51,000",10,1989,구일로4길 46,, ,-,-
서울특별시 구로구 구로동,685-70,685,70,현대연예인,74.66,201912,10,"51,000",11,1989,구일로4길 46,, ,-,-
서울특별시 구로구 구로동,685-70,685,70,현대연예인,54.86,201912,10,"39,000",5,1989,구일로4길 46,, ,-,-
서울특별시 구로구 구로동,685-70,685,70,현대연예인,74.94,201912,14,"50,900",7,1989,구일로4길 46,, ,-,-
서울특별시 구로구 구로동,685-70,685,70,현대연예인,74.66,201912,18,"53,000",3,1989,구일로4길 46,, ,-,-
서울특별시 구로구 구로동,685-70,685,70,현대연예인,54.86,201912,19,"40,000",14,1989,구일로4길 46,, ,-,-
서울특별시 구로구 구로동,685-70,685,70,현대연예인,74.66,201912,27,"51,500",2,1989,구일로4길 46,, ,-,-
서울특별시 구로구 구로동,642-33,642,33,현대의보아파트,84.22,201912,9,"39,750",7,1994,구일로8길 121,, ,-,-
서울특별시 구로구 구로동,108,108,0,현대파크빌,153.61,201912,13,"59,000",17,1999,공원로 41,, ,-,-
서울특별시 구로구 구로동,108,108,0,현대파크빌,138.358,201912,15,"58,700",32,1999,공원로 41,, ,-,-
서울특별시 구로구 궁동,143-1,143,1,다청림101동(143-1),84.18,201912,30,"49,000",7,2012,오리로22나길 16-9,, ,-,-
서울특별시 구로구 신도림동,432-1,432,1,SKVIEW,84.99,201912,9,"89,000",22,2006,경인로 638,, ,-,-
서울특별시 구로구 신도림동,432-1,432,1,SKVIEW,84.99,201912,20,"85,000",22,2006,경인로 638,, ,-,-
서울특별시 구로구 신도림동,432-1,432,1,SKVIEW,84.96,201912,21,"89,900",23,2006,경인로 638,, ,-,-
서울특별시 구로구 신도림동,432-1,432,1,SKVIEW,84.99,201912,31,"83,500",18,2006,경인로 638,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.9,201912,2,"74,000",13,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.88,201912,2,"67,400",9,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.9,201912,5,"73,500",8,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.88,201912,6,"68,000",8,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.88,201912,8,"72,000",12,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.9,201912,9,"71,000",14,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.9,201912,14,"73,500",5,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.9,201912,15,"69,800",27,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.88,201912,18,"69,500",13,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.88,201912,21,"69,500",3,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림1,59.9,201912,26,"69,700",14,1999,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림2,84.95,201912,3,"83,000",1,2001,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림2,59.88,201912,3,"71,000",10,2001,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림2,59.9,201912,9,"70,300",15,2001,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,642,642,0,대림2,59.88,201912,27,"74,000",15,2001,신도림로 16,, ,-,-
서울특별시 구로구 신도림동,646,646,0,대림e-편한세상4,140.74,201912,5,"130,000",1,2003,경인로65길 16-15,, ,-,-
서울특별시 구로구 신도림동,646,646,0,대림e-편한세상4,117.74,201912,9,"139,000",8,2003,경인로65길 16-15,, ,-,-
서울특별시 구로구 신도림동,646,646,0,대림e-편한세상4,117.74,201912,10,"147,000",18,2003,경인로65길 16-15,, ,-,-
서울특별시 구로구 신도림동,646,646,0,대림e-편한세상4,84.78,201912,11,"131,500",21,2003,경인로65길 16-15,, ,-,-
서울특별시 구로구 신도림동,646,646,0,대림e-편한세상4,84.78,201912,18,"112,000",2,2003,경인로65길 16-15,, ,-,-
서울특별시 구로구 신도림동,647,647,0,대림e-편한세상5,84.789,201912,21,"89,800",17,2003,신도림로 32,, ,-,-
서울특별시 구로구 신도림동,648,648,0,대림e-편한세상6,84.816,201912,10,"80,000",8,2003,경인로59길 7,, ,-,-
서울특별시 구로구 신도림동,649,649,0,대림e-편한세상7,116.308,201912,13,"95,000",13,2004,신도림로 56-13,, ,-,-
서울특별시 구로구 신도림동,649,649,0,대림e-편한세상7,116.308,201912,20,"116,500",17,2004,신도림로 56-13,, ,-,-
서울특별시 구로구 신도림동,643,643,0,동아1,59.978,201912,7,"78,500",2,1999,신도림로 87,, ,-,-
서울특별시 구로구 신도림동,643,643,0,동아1,84.908,201912,16,"95,600",17,1999,신도림로 87,, ,-,-
서울특별시 구로구 신도림동,644,644,0,동아2,59.595,201912,1,"78,000",4,2000,경인로 643,, ,-,-
서울특별시 구로구 신도림동,644,644,0,동아2,84.908,201912,13,"96,000",19,2000,경인로 643,, ,-,-
서울특별시 구로구 신도림동,644,644,0,동아2,59.595,201912,15,"83,000",17,2000,경인로 643,, ,-,-
서울특별시 구로구 신도림동,644,644,0,동아2,84.908,201912,31,"104,000",13,2000,경인로 643,, ,-,-
서울특별시 구로구 신도림동,645,645,0,동아3,84.99,201912,4,"111,000",26,2000,신도림로 78,, ,-,-
서울특별시 구로구 신도림동,645,645,0,동아3,60,201912,5,"83,500",2,2000,신도림로 78,, ,-,-
서울특별시 구로구 신도림동,645,645,0,동아3,84.99,201912,14,"100,000",25,2000,신도림로 78,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,105.45,201912,4,"128,000",20,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,125.36,201912,6,"124,500",25,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,128.41,201912,6,"120,000",17,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,59.86,201912,7,"92,000",7,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,128.41,201912,12,"133,000",28,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,84.96,201912,12,"113,000",32,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,84.96,201912,20,"120,000",45,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,692,692,0,디큐브시티,59.86,201912,28,"93,000",3,2011,경인로 662,, ,-,-
서울특별시 구로구 신도림동,290,290,0,미성,52.45,201912,2,"47,500",7,1987,신도림로11가길 36,, ,-,-
서울특별시 구로구 신도림동,290,290,0,미성,83.67,201912,4,"63,000",13,1987,신도림로11가길 36,, ,-,-
서울특별시 구로구 신도림동,290,290,0,미성,37.91,201912,9,"39,000",6,1987,신도림로11가길 36,, ,-,-
서울특별시 구로구 신도림동,290,290,0,미성,83.67,201912,10,"65,000",13,1987,신도림로11가길 36,, ,-,-
서울특별시 구로구 신도림동,290,290,0,미성,37.91,201912,14,"38,800",6,1987,신도림로11가길 36,, ,-,-
서울특별시 구로구 신도림동,290,290,0,미성,83.67,201912,18,"64,000",5,1987,신도림로11가길 36,, ,-,-
서울특별시 구로구 신도림동,338,338,0,신도림2차푸르지오,122.02,201912,4,"130,800",15,2008,경인로67길 23,, ,-,-
서울특별시 구로구 신도림동,435-10,435,10,신도림3차푸르지오,82.8,201912,19,"82,000",15,2007,경인로 619-3,, ,-,-
서울특별시 구로구 신도림동,312-17,312,17,우성1,73.18,201912,2,"76,000",9,1992,신도림로 110,, ,-,-
서울특별시 구로구 신도림동,312-17,312,17,우성1,73.18,201912,3,"72,000",3,1992,신도림로 110,, ,-,-
서울특별시 구로구 신도림동,312-17,312,17,우성1,73.18,201912,9,"75,800",12,1992,신도림로 110,, ,-,-
서울특별시 구로구 신도림동,639,639,0,우성2,84.82,201912,14,"83,000",4,1996,신도림로 105,, ,-,-
서울특별시 구로구 신도림동,637,637,0,우성3,84.75,201912,28,"82,000",13,1993,신도림로21길 25,, ,-,-
서울특별시 구로구 신도림동,638,638,0,우성5,59.91,201912,16,"64,500",6,1994,신도림로21길 21,, ,-,-
서울특별시 구로구 신도림동,638,638,0,우성5,79.56,201912,25,"76,800",3,1994,신도림로21길 21,, ,-,-
서울특별시 구로구 신도림동,641,641,0,현대홈타운아파트,59.73,201912,4,"59,800",1,1999,신도림로19길 16,, ,-,-
서울특별시 구로구 신도림동,641,641,0,현대홈타운아파트,64.23,201912,6,"68,000",9,1999,신도림로19길 16,, ,-,-
서울특별시 구로구 신도림동,641,641,0,현대홈타운아파트,84.69,201912,7,"77,000",2,1999,신도림로19길 16,, ,-,-
서울특별시 구로구 오류동,344,344,0,경남아너스빌,84.91,201912,6,"52,000",3,2003,오류로 65,, ,-,-
서울특별시 구로구 오류동,344,344,0,경남아너스빌,84.98,201912,14,"55,000",7,2003,오류로 65,, ,-,-
서울특별시 구로구 오류동,343,343,0,금강(343),84.983,201912,18,"64,500",3,2003,오리로 1197,, ,-,-
서울특별시 구로구 오류동,343,343,0,금강(343),84.983,201912,31,"73,500",5,2003,오리로 1197,, ,-,-
서울특별시 구로구 오류동,350,350,0,더메디치,106.4191,201912,24,"47,000",1,2008,오리로13길 76,, ,-,-
서울특별시 구로구 오류동,337,337,0,동보,84.96,201912,7,"34,500",4,1998,오리로13가길 30,, ,-,-
서울특별시 구로구 오류동,337,337,0,동보,59.72,201912,25,"31,000",4,1998,오리로13가길 30,, ,-,-
서울특별시 구로구 오류동,336,336,0,동부(101동~103동),59.98,201912,30,"35,500",12,1998,경인로 248-14,, ,-,-
서울특별시 구로구 오류동,339,339,0,동부(105동~106동),59.58,201912,17,"34,400",13,1999,경인로 248-13,, ,-,-
서울특별시 구로구 오류동,339,339,0,동부(105동~106동),59.79,201912,21,"36,300",12,1999,경인로 248-13,, ,-,-
서울특별시 구로구 오류동,338,338,0,동부골든,113.43,201912,1,"44,800",10,1998,고척로 49,, ,-,-
서울특별시 구로구 오류동,338,338,0,동부골든,105.21,201912,3,"39,000",6,1998,고척로 49,, ,-,-
서울특별시 구로구 오류동,338,338,0,동부골든,84.96,201912,12,"42,000",16,1998,고척로 49,, ,-,-
서울특별시 구로구 오류동,338,338,0,동부골든,113.43,201912,16,"43,000",12,1998,고척로 49,, ,-,-
서울특별시 구로구 오류동,338,338,0,동부골든,113.43,201912,24,"48,700",19,1998,고척로 49,, ,-,-
서울특별시 구로구 오류동,338,338,0,동부골든,71.06,201912,28,"38,500",10,1998,고척로 49,, ,-,-
서울특별시 구로구 오류동,108-42,108,42,목화수목원102동,57.59,201912,6,"22,000",5,2003,경인로2길 42,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.06,201912,30,"40,600",2,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,57.2,201912,30,"40,500",2,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,54.94,201912,30,"39,250",3,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,71.25,201912,30,"45,700",7,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.92,201912,30,"40,600",2,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,49.58,201912,30,"36,200",2,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,46.47,201912,30,"36,250",7,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,54.94,201912,30,"40,000",7,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,49.58,201912,30,"36,600",5,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.92,201912,30,"41,000",5,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,57.2,201912,30,"40,500",4,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,55.94,201912,30,"40,350",6,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,49.58,201912,30,"36,900",6,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,43.29,201912,30,"34,200",6,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,57.2,201912,30,"40,500",5,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.06,201912,30,"41,000",5,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,54.94,201912,30,"39,250",2,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.92,201912,30,"40,600",3,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,49.58,201912,30,"36,200",3,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.06,201912,30,"40,600",3,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,57.2,201912,30,"40,100",3,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.92,201912,30,"41,000",4,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,49.58,201912,30,"36,600",4,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,54.94,201912,30,"39,600",4,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,59.06,201912,30,"41,000",4,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,241-2,241,2,비에이치수반애수목원아파트,54.94,201912,30,"39,600",5,2019,오리로13길 56,, ,-,-
서울특별시 구로구 오류동,340,340,0,삼천리,84.75,201912,31,"46,300",20,1998,경인로8길 75,, ,-,-
서울특별시 구로구 오류동,351,351,0,서해그랑블,84.98,201912,3,"47,200",6,2009,오리로13길 90-3,, ,-,-
서울특별시 구로구 오류동,34-13,34,13,썬앤빌,14.064,201912,17,"7,640",7,2014,경인로19가길 40,, ,-,-
서울특별시 구로구 오류동,193-17,193,17,양지쉐르빌아파트,53.7,201912,20,"29,500",3,2013,서해안로 2283,, ,-,-
서울특별시 구로구 오류동,342,342,0,영풍마드레빌,84.741,201912,25,"56,000",18,2002,경인로8길 64,, ,-,-
서울특별시 구로구 오류동,347,347,0,오류동금호어울림,59.87,201912,22,"39,700",5,2006,고척로 41,, ,-,-
서울특별시 구로구 오류동,347,347,0,오류동금호어울림,84.93,201912,27,"48,000",2,2006,고척로 41,, ,-,-
서울특별시 구로구 오류동,346,346,0,오류동푸르지오,84.936,201912,12,"59,800",20,2004,오류로8길 11,, ,-,-
서울특별시 구로구 오류동,346,346,0,오류동푸르지오,84.936,201912,12,"51,000",1,2004,오류로8길 11,, ,-,-
서울특별시 구로구 오류동,282,282,0,천왕이펜하우스1단지,84.95,201912,7,"64,800",3,2011,천왕로 91,, ,-,-
서울특별시 구로구 오류동,282,282,0,천왕이펜하우스1단지,59.94,201912,14,"56,500",7,2011,천왕로 91,, ,-,-
서울특별시 구로구 오류동,282,282,0,천왕이펜하우스1단지,59.94,201912,28,"57,000",6,2011,천왕로 91,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,59.96,201912,1,"55,000",10,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,84.97,201912,2,"75,000",12,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,84.97,201912,5,"63,700",7,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,59.98,201912,7,"50,800",5,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,84.97,201912,10,"57,300",1,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,121.28,201912,14,"63,000",1,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,84.97,201912,14,"65,000",9,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,84.97,201912,15,"75,000",12,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,84.97,201912,21,"57,500",1,2010,부일로9길 127,, ,-,-
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,84.97,201912,28,"60,000",5,2010,부일로9길 127,, ,-,-
서울특별시 구로구 천왕동,281,281,0,천왕연지타운2단지,101.97,201912,7,"70,000",9,2014,오리로 1102-10,, ,-,-
서울특별시 구로구 천왕동,281,281,0,천왕연지타운2단지,84.98,201912,11,"61,500",6,2014,오리로 1102-10,, ,-,-
서울특별시 구로구 천왕동,273,273,0,천왕이펜하우스4단지,84.97,201912,9,"58,500",3,2011,천왕로 29,, ,-,-
서울특별시 구로구 천왕동,273,273,0,천왕이펜하우스4단지,84.97,201912,29,"58,000",2,2011,천왕로 29,, ,-,-
서울특별시 구로구 천왕동,277,277,0,천왕이펜하우스5단지,84.98,201912,24,"55,800",3,2011,천왕로 10,, ,-,-
서울특별시 구로구 천왕동,275,275,0,천왕이펜하우스6단지,84.97,201912,1,"55,500",2,2011,천왕로 9,, ,-,-
서울특별시 구로구 천왕동,275,275,0,천왕이펜하우스6단지,84.97,201912,16,"57,000",7,2011,천왕로 9,, ,-,-
서울특별시 구로구 항동,241,241,0,한양수자인에듀힐즈,76.9519,201912,13,"48,000",10,2019,항동로 42,, ,-,-
서울특별시 구로구 항동,233,233,0,현대홈타운스위트,84.9852,201912,2,"46,000",4,2004,연동로13길 25,, ,-,-
서울특별시 금천구 가산동,140-9,140,9,가산지웰에스테이트,16.26,201912,6,"15,600",15,2013,가산로 147,, ,-,-
서울특별시 금천구 가산동,140-9,140,9,가산지웰에스테이트,16.26,201912,6,"15,600",15,2013,가산로 147,, ,-,-
서울특별시 금천구 가산동,140-9,140,9,가산지웰에스테이트,15.52,201912,29,"14,000",7,2013,가산로 147,, ,-,-
서울특별시 금천구 가산동,143-6,143,6,가산지웰에스테이트2차,14.12,201912,29,"13,400",8,2018,가산로9길 12-8,, ,-,-
서울특별시 금천구 가산동,769,769,0,두산,59.84,201912,7,"49,900",9,1998,가산로 99,, ,-,-
서울특별시 금천구 가산동,769,769,0,두산,84.9,201912,11,"58,000",5,1998,가산로 99,, ,-,-
서울특별시 금천구 가산동,769,769,0,두산,134.95,201912,15,"63,000",2,1998,가산로 99,, ,-,-
서울특별시 금천구 가산동,769,769,0,두산,84.9,201912,22,"58,800",24,1998,가산로 99,, ,-,-
서울특별시 금천구 가산동,769,769,0,두산,84.9,201912,24,"56,000",22,1998,가산로 99,, ,-,-
서울특별시 금천구 가산동,769,769,0,두산,59.84,201912,29,"45,500",25,1998,가산로 99,, ,-,-
서울특별시 금천구 가산동,235-13,235,13,드림캐슬2차,84.6,201912,3,"30,000",7,2005,두산로9가길 30,, ,-,-
서울특별시 금천구 가산동,140-36,140,36,비즈트위트바이올렛5차,12.19,201912,12,"11,500",8,2014,디지털로12길 15,, ,-,-
서울특별시 금천구 가산동,140-36,140,36,비즈트위트바이올렛5차,12.19,201912,12,"10,500",13,2014,디지털로12길 15,, ,-,-
서울특별시 금천구 가산동,140-36,140,36,비즈트위트바이올렛5차,12.19,201912,12,"10,500",13,2014,디지털로12길 15,, ,-,-
서울특별시 금천구 가산동,234-46,234,46,삼익,84.69,201912,28,"43,000",18,1998,두산로9길 56,, ,-,-
서울특별시 금천구 가산동,234-46,234,46,삼익,59.94,201912,30,"34,600",10,1998,두산로9길 56,, ,-,-
서울특별시 금천구 가산동,234-46,234,46,삼익,59.94,201912,30,"34,000",9,1998,두산로9길 56,, ,-,-
서울특별시 금천구 독산동,1007-13,1007,13,e편한세상독산더타워,59.9673,201912,10,"60,000",33,2019,범안로 1212,, ,-,-
서울특별시 금천구 독산동,1007-13,1007,13,e편한세상독산더타워,84.9256,201912,18,"59,800",7,2019,범안로 1212,, ,-,-
서울특별시 금천구 독산동,332-14,332,14,계룡아파트,59.34,201912,4,"41,000",4,1998,범안로15길 7,, ,-,-
서울특별시 금천구 독산동,332-14,332,14,계룡아파트,59.34,201912,30,"40,000",12,1998,범안로15길 7,, ,-,-
서울특별시 금천구 독산동,1147,1147,0,금천롯데캐슬골드파크1차,101.8346,201912,5,"110,000",5,2016,벚꽃로 40,, ,-,-
서울특별시 금천구 독산동,1147,1147,0,금천롯데캐슬골드파크1차,59.9384,201912,6,"83,000",18,2016,벚꽃로 40,, ,-,-
서울특별시 금천구 독산동,1147,1147,0,금천롯데캐슬골드파크1차,84.4417,201912,7,"89,500",8,2016,벚꽃로 40,, ,-,-
서울특별시 금천구 독산동,1147,1147,0,금천롯데캐슬골드파크1차,59.9935,201912,7,"79,500",26,2016,벚꽃로 40,, ,-,-
서울특별시 금천구 독산동,1147,1147,0,금천롯데캐슬골드파크1차,72.5249,201912,9,"95,000",25,2016,벚꽃로 40,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,84.83,201912,2,"51,300",16,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,2,"41,900",15,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,3,"41,500",19,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,7,"40,800",8,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,7,"41,000",8,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,10,"41,700",12,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,84.83,201912,10,"50,000",24,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,84.83,201912,11,"48,000",2,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,84.83,201912,18,"41,000",1,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,21,"42,000",8,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,24,"39,500",8,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,24,"42,800",11,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201912,30,"39,900",2,2002,벚꽃로 73,, ,-,-
서울특별시 금천구 독산동,1140,1140,0,독산동중앙하이츠빌,84.8768,201912,17,"58,000",19,2004,범안로 1136,, ,-,-
서울특별시 금천구 독산동,1144,1144,0,독산동한양수자인,68.161,201912,4,"54,000",2,2011,시흥대로150길 6,, ,-,-
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,76.51,201912,5,"45,000",7,1990,한내로 69-54,, ,-,-
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,44.94,201912,11,"26,900",10,1990,한내로 69-54,, ,-,-
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,84.79,201912,12,"49,000",5,1990,한내로 69-54,, ,-,-
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,44.94,201912,14,"24,000",15,1990,한내로 69-54,, ,-,-
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,44.94,201912,14,"24,000",15,1990,한내로 69-54,, ,-,-
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,44.89,201912,18,"29,000",5,1990,한내로 69-54,, ,-,-
